customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
ID-0176,Male,0,No,No,32,Yes,No,DSL,No internet service,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),65.22,2038.0,No
ID-0177,Male,0,Yes,No,59,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,47.26,2785.32,No
ID-0178,Male,0,No,No,58,Yes,No,Fiber optic,No,No internet service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),118.36,6899.54,No
ID-0179,Male,0,Yes,No,50,Yes,No,No,No,Yes,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),108.86,5482.67,No
ID-0180,Male,0,No,Yes,14,Yes,No phone service,No,No,Yes,Yes,No,Yes,No internet service,Two year,Yes,Electronic check,61.64,858.74,No
ID-0181,Male,0,Yes,Yes,42,Yes,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),23.1,984.12,No
ID-0182,Female,0,No,No,26,Yes,No,No,No,No,No,No,No internet service,No,Month-to-month,No,Electronic check,77.02,2010.01,Yes
ID-0183,Male,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,90.37,4973.51,No
ID-0184,Male,0,No,Yes,59,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.53,1076.76,Yes
ID-0185,Male,0,Yes,No,69,Yes,No,DSL,No,No,No internet service,No internet service,No internet service,Yes,One year,No,Bank transfer (automatic),51.45,3569.4,No
ID-0186,Female,1,No,Yes,46,Yes,No,DSL,No internet service,No,Yes,No internet service,No internet service,No,Two year,Yes,Electronic check,27.54,1262.46,No
ID-0187,Male,0,Yes,Yes,7,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,106.78,766.06,No
ID-0188,Male,0,No,Yes,62,Yes,No,No,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),22.24,1391.59,No
ID-0189,Female,0,Yes,No,6,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,Yes,Yes,Two year,No,Electronic check,113.99,689.83,No
ID-0190,Male,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No internet service,One year,Yes,Electronic check,21.54,-4.06,No
ID-0191,Male,0,Yes,Yes,16,Yes,No,DSL,No,Yes,No internet service,No,No internet service,No internet service,Two year,No,Mailed check,21.43,259.33,No
ID-0192,Male,0,Yes,No,3,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),61.82,181.03,No
ID-0193,Male,0,No,Yes,25,Yes,No,No,No,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),53.65,1252.43,No
ID-0194,Male,0,Yes,No,71,Yes,No,DSL,No internet service,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,22.94,1568.54,Yes
ID-0195,Female,0,Yes,Yes,68,Yes,No,DSL,No,No,Yes,Yes,No internet service,No,Two year,No,Electronic check,97.94,6663.82,No
ID-0196,Female,0,No,No,4,Yes,No phone service,No,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Mailed check,24.64,33.08,No
ID-0197,Female,1,No,No,4,Yes,No,Fiber optic,Yes,No internet service,No,No,No,Yes,Month-to-month,Yes,Mailed check,24.12,75.82,No
ID-0198,Male,0,No,No,68,Yes,No,DSL,No,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),67.06,4551.52,No
ID-0199,Male,1,Yes,Yes,2,Yes,No,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),53.26,29.19,Yes
ID-0200,Male,0,Yes,Yes,37,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),32.3,1166.12,No
ID-0201,Female,1,No,No,0,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,30.39, ,No
ID-0202,Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No,Yes,Two year,Yes,Mailed check,115.96,763.3,No
ID-0203,Male,0,No,No,12,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,82.99,964.5,No
ID-0204,Female,0,Yes,No,69,Yes,Yes,DSL,No,No,No,No,Yes,No internet service,One year,Yes,Credit card (automatic),39.12,2754.45,No
ID-0205,Male,0,No,No,49,Yes,No,No,Yes,No,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,50.44,2487.29,No
ID-0206,Female,0,No,No,7,Yes,No,DSL,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),84.85,611.73,No
ID-0207,Female,0,No,No,29,Yes,Yes,No,No,No internet service,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,26.82,756.74,No
ID-0208,Female,0,Yes,Yes,39,Yes,Yes,DSL,No,No,No,Yes,No internet service,No,Two year,Yes,Mailed check,54.1,2108.5,No
ID-0209,Male,0,No,No,32,Yes,No,No,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,20.82,685.41,Yes
ID-0210,Male,0,Yes,No,51,Yes,No phone service,No,No,No internet service,Yes,No,No internet service,No,Month-to-month,No,Electronic check,79.16,4095.57,No
ID-0211,Male,1,No,No,32,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Mailed check,104.3,3242.63,Yes
ID-0212,Male,0,No,Yes,36,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),109.12,3898.73,Yes
ID-0213,Male,0,Yes,No,69,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),83.12,5738.92,Yes
ID-0214,Male,0,Yes,No,68,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,99.69,6836.48,No
ID-0215,Male,1,No,No,3,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,No internet service,Two year,Yes,Electronic check,94.89,204.9,Yes
ID-0216,Female,0,Yes,Yes,59,Yes,No,Fiber optic,No internet service,No,No,No,No,No internet service,Two year,No,Mailed check,20.07,1192.24,No
ID-0217,Male,0,No,No,30,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,Yes,Two year,Yes,Electronic check,35.26,1081.47,No
ID-0218,Female,0,Yes,Yes,13,Yes,No,DSL,No,No internet service,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),24.65,347.85,No
ID-0219,Male,0,Yes,No,59,No,Yes,DSL,Yes,No internet service,No,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),46.29,2754.72,No
ID-0220,Male,0,No,No,67,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),26.5,1747.75,Yes
ID-0221,Male,1,No,No,25,No,No,Fiber optic,Yes,No,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),69.42,1686.4,Yes
ID-0222,Female,0,Yes,No,23,Yes,No,No,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),37.36,892.87,No
ID-0223,Female,0,No,No,55,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No,No,Month-to-month,No,Credit card (automatic),35.22,1989.35,No
ID-0224,Female,1,No,No,8,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,117.42,958.28,No
ID-0225,Female,0,No,Yes,34,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),110.4,3711.05,No
ID-0226,Male,0,Yes,No,23,Yes,No,DSL,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,38.13,866.0,Yes
ID-0227,Female,1,Yes,No,30,Yes,No,No,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),38.88,1121.87,No
ID-0228,Male,0,No,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),92.07,5950.32,No
ID-0229,Male,0,No,No,65,Yes,Yes,No,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),84.27,5462.01,Yes
ID-0230,Female,0,Yes,Yes,40,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Electronic check,48.58,1903.27,No
ID-0231,Female,0,No,Yes,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,Two year,No,Electronic check,105.46,3740.99,Yes
ID-0232,Female,0,Yes,No,33,Yes,No phone service,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,No,Electronic check,30.29,978.97,No
ID-0233,Female,0,Yes,No,38,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Mailed check,96.3,3708.29,No
ID-0234,Female,0,No,No,22,No,No,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,Electronic check,109.59,2370.82,No
ID-0235,Female,1,No,No,43,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),33.25,1463.68,No
ID-0236,Female,0,Yes,No,69,Yes,No,DSL,No internet service,No internet service,No,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),74.27,5252.17,No
ID-0237,Female,1,No,Yes,57,Yes,No,Fiber optic,No internet service,Yes,No,No,No internet service,Yes,One year,No,Mailed check,23.76,1285.75,No
ID-0238,Male,0,No,Yes,58,Yes,No,DSL,No internet service,No internet service,Yes,Yes,Yes,Yes,Two year,No,Mailed check,99.79,5861.98,No
ID-0239,Female,0,No,No,25,Yes,No,DSL,No,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,91.52,2273.91,No
ID-0240,Female,0,No,No,21,Yes,No,No,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,65.37,1418.21,No
ID-0241,Male,0,Yes,No,39,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,Month-to-month,No,Mailed check,47.44,1939.93,No
ID-0242,Female,0,Yes,No,10,Yes,No,No,No internet service,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),36.13,368.51,No
ID-0243,Male,1,Yes,Yes,8,No,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,91.06,650.25,No
ID-0244,Male,0,No,No,11,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),88.02,983.07,Yes
ID-0245,Female,0,No,No,25,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),70.62,1772.34,Yes
ID-0246,Male,0,Yes,No,37,Yes,Yes,No,No,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.33,1214.16,No
ID-0247,Male,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),23.22,9.12,No
ID-0248,Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),21.36,343.16,No
ID-0249,Male,0,Yes,Yes,46,Yes,Yes,DSL,Yes,No internet service,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),107.17,4946.43,No
ID-0250,Female,0,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),30.45,110.06,Yes
ID-0251,Male,0,No,Yes,53,No,No,No,No,No,Yes,No internet service,Yes,No,One year,No,Electronic check,67.11,3454.92,No
ID-0252,Female,0,Yes,No,23,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No internet service,Two year,Yes,Electronic check,101.35,2338.58,Yes
ID-0253,Male,0,No,No,10,Yes,No,No,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,64.56,702.34,No
ID-0254,Male,0,No,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.13,669.59,Yes
ID-0255,Male,1,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No,No internet service,Month-to-month,No,Mailed check,99.61,5545.13,Yes
ID-0256,Male,0,Yes,Yes,51,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,Yes,No,Two year,No,Electronic check,27.55,1414.88,No
ID-0257,Female,0,Yes,No,63,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,No,One year,No,Electronic check,69.4,4347.12,No
ID-0258,Female,0,Yes,No,42,Yes,No,No,Yes,Yes,Yes,No internet service,No internet service,No,Two year,No,Credit card (automatic),100.74,4229.53,No
ID-0259,Male,0,No,No,43,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,75.59,3278.06,Yes
ID-0260,Male,1,No,No,35,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,Yes,One year,Yes,Mailed check,38.1,1277.43,No
ID-0261,Female,0,No,No,11,Yes,Yes,No,No,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,30.64,319.17,Yes
ID-0262,Male,0,Yes,No,55,Yes,No,DSL,No internet service,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,117.6,6460.05,No
ID-0263,Male,0,Yes,No,2,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),43.07,55.74,Yes
ID-0264,Male,0,Yes,No,49,No,No,Fiber optic,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),19.41,938.58,Yes
ID-0265,Female,0,No,Yes,28,Yes,No,DSL,No,No internet service,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),55.6,1578.63,Yes
ID-0266,Female,0,Yes,Yes,15,Yes,No,DSL,No internet service,No,No,Yes,No,Yes,One year,Yes,Electronic check,92.14,1366.06,No
ID-0267,Female,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.95,2346.97,Yes
ID-0268,Male,0,No,Yes,26,Yes,Yes,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,34.0,837.06,Yes
ID-0269,Male,0,No,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),37.59,2630.33,No
ID-0270,Female,1,No,Yes,41,Yes,No phone service,No,No,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,90.51,3699.25,No
ID-0271,Female,0,Yes,Yes,56,Yes,No,DSL,No,No internet service,No,No internet service,No,Yes,Month-to-month,No,Mailed check,112.33,6247.96,Yes
ID-0272,Female,0,No,No,9,Yes,No,DSL,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,No,Credit card (automatic),45.07,472.48,No
ID-0273,Female,0,Yes,No,37,Yes,Yes,DSL,Yes,No internet service,No,No internet service,No,No,Month-to-month,No,Mailed check,111.8,4180.95,Yes
ID-0274,Male,1,No,No,7,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),30.97,286.03,No
ID-0275,Female,0,Yes,No,17,Yes,Yes,No,No internet service,No,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,27.38,512.5,No
ID-0276,Male,1,Yes,Yes,16,Yes,No,No,No,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,35.18,593.08,No
ID-0277,Female,0,No,Yes,57,Yes,No,DSL,Yes,No internet service,Yes,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),57.63,3225.34,No
ID-0278,Male,0,No,No,65,Yes,No phone service,DSL,Yes,No,No,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),72.05,4758.63,No
ID-0279,Female,0,No,No,43,Yes,No,Fiber optic,No,No,No internet service,No,No,Yes,One year,Yes,Credit card (automatic),41.2,1770.63,No
ID-0280,Female,0,Yes,No,8,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,26.28,223.58,No
ID-0281,Female,0,Yes,No,47,Yes,Yes,No,No internet service,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),92.32,4319.23,No
ID-0282,Female,0,No,Yes,38,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,47.59,1752.76,No
ID-0283,Male,0,No,No,5,Yes,Yes,No,Yes,Yes,No,No,Yes,No internet service,Month-to-month,No,Electronic check,73.17,356.47,No
ID-0284,Female,0,No,Yes,29,Yes,No phone service,No,No internet service,Yes,No,No,No,Yes,One year,No,Electronic check,95.22,2796.75,No
ID-0285,Male,0,No,No,17,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,No internet service,Two year,Yes,Electronic check,28.64,500.26,No
ID-0286,Male,0,No,No,42,Yes,Yes,DSL,No,No,No internet service,No,Yes,No,Two year,No,Mailed check,69.81,2988.18,No
ID-0287,Male,0,No,No,32,Yes,Yes,DSL,Yes,No,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),102.29,3236.7,No
ID-0288,Male,0,Yes,No,52,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,54.31,2847.69,No
ID-0289,Female,0,Yes,No,55,No,No,Fiber optic,No,No,Yes,No internet service,No,Yes,One year,Yes,Electronic check,71.66,4031.03,No
ID-0290,Male,0,Yes,No,18,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,112.92,2138.67,No
ID-0291,Male,1,Yes,No,68,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),93.18,6316.86,No
ID-0292,Male,0,No,No,25,Yes,No,DSL,No,Yes,Yes,No internet service,No,Yes,Two year,Yes,Electronic check,57.5,1419.14,Yes
ID-0293,Female,0,No,No,28,Yes,Yes,DSL,Yes,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),32.61,927.04,No
ID-0294,Female,0,No,No,23,Yes,No,No,No internet service,No internet service,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),45.5,1077.02,No
ID-0295,Female,1,Yes,No,5,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,73.88,381.16,Yes
ID-0296,Female,0,Yes,Yes,53,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,34.81,1890.06,Yes
ID-0297,Male,0,Yes,No,38,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),53.99,2014.25,No
ID-0298,Male,1,No,No,3,Yes,Yes,No,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,83.97,279.85,No
ID-0299,Female,0,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,112.09,6275.35,No
ID-0300,Male,0,No,No,47,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),40.72,1847.87,Yes
ID-0301,Male,0,Yes,Yes,59,Yes,Yes,DSL,No,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Mailed check,43.66,2566.43,Yes
ID-0302,Male,0,Yes,Yes,25,Yes,No,No,No internet service,Yes,No,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),87.23,2212.23,No
ID-0303,Female,0,No,No,39,Yes,No,No,No,Yes,No,No internet service,Yes,No,One year,Yes,Electronic check,30.16,1222.94,No
ID-0304,Female,0,No,Yes,55,Yes,Yes,No,No internet service,No,No internet service,No internet service,Yes,No internet service,Two year,No,Electronic check,34.67,1851.62,No
ID-0305,Male,0,Yes,Yes,38,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,35.64,1325.89,No
ID-0306,Female,1,No,Yes,38,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,Yes,One year,No,Mailed check,83.72,3191.46,No
ID-0307,Female,0,No,Yes,47,Yes,Yes,DSL,No internet service,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),65.16,3065.44,No
ID-0308,Female,0,No,No,24,Yes,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),30.36,767.53,No
ID-0309,Female,0,No,No,33,No,No,DSL,No internet service,No,No,No,No,No internet service,One year,No,Mailed check,45.58,1481.85,No
ID-0310,Female,0,No,No,20,Yes,No,DSL,No,No,No internet service,No,No,No,One year,No,Mailed check,64.55,1270.71,No
ID-0311,Male,0,Yes,No,24,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),49.26,1217.17,No
ID-0312,Female,0,No,Yes,21,Yes,No,No,No,No internet service,Yes,No,Yes,No,Two year,Yes,Electronic check,60.06,1285.92,No
ID-0313,Male,0,Yes,Yes,22,Yes,No,Fiber optic,No,No,Yes,No internet service,No internet service,No,Month-to-month,No,Electronic check,110.62,2494.48,Yes
ID-0314,Male,0,No,No,24,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,Yes,No,Two year,Yes,Electronic check,115.51,2707.55,Yes
ID-0315,Female,0,Yes,No,25,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,118.2,2928.39,Yes
ID-0316,Male,0,Yes,Yes,29,Yes,No,DSL,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,20.64,562.81,No
ID-0317,Male,0,No,No,37,No,No phone service,Fiber optic,No,No,Yes,No,No internet service,No,One year,No,Mailed check,90.18,3321.11,No
ID-0318,Male,0,Yes,No,33,Yes,Yes,No,Yes,Yes,No internet service,No internet service,Yes,No,Two year,Yes,Electronic check,112.44,3698.54,No
ID-0319,Female,0,Yes,No,14,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),109.32,1541.25,No
ID-0320,Female,1,No,Yes,43,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,No,One year,Yes,Electronic check,20.5,826.59,No
ID-0321,Male,0,No,No,9,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,99.53,938.38,Yes
ID-0322,Female,0,No,Yes,36,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),64.35,2349.24,Yes
ID-0323,Female,0,Yes,No,6,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),103.87,602.97,No
ID-0324,Female,0,No,No,31,Yes,No,DSL,No,Yes,No internet service,No internet service,Yes,Yes,Two year,Yes,Electronic check,90.27,2716.38,No
ID-0325,Female,0,Yes,No,10,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),62.45,711.26,Yes
ID-0326,Male,1,Yes,Yes,47,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,47.83,2241.89,No
